Cancer site,Sex,Age,Years,RegionID,Region,5-year RSR (%),SE,Lower 95%CI,Upper 95%CI
All cancer,Males,70 to 79,2014-18,3509.0,Central East,61.2,1.1,59,63.4
All cancer,Males,70 to 79,2014-18,3510.0,South East,60.1,1.7,56.8,63.3
All cancer,Males,70 to 79,2014-18,3511.0,Champlain,63.1,1.3,60.6,65.5
All cancer,Males,70 to 79,2014-18,3512.0,North Simcoe Muskoka,64.8,1.8,61.1,68.2
All cancer,Males,70 to 79,2014-18,3513.0,North East,58.9,1.6,55.8,62
All cancer,Males,70 to 79,2014-18,3514.0,North West,54.9,2.8,49.2,60.3
All cancer,Males,70 to 79,2014-18,35.0,Ontario,63,0.4,62.2,63.7
All cancer,Females,70 to 79,2014-18,3501.0,Erie St Clair,57.6,1.7,54.2,60.9
All cancer,Females,70 to 79,2014-18,3502.0,South West,58.8,1.4,56.1,61.5
All cancer,Females,70 to 79,2014-18,3503.0,Waterloo Wellington,60,1.7,56.5,63.4
All cancer,Females,70 to 79,2014-18,3504.0,Hamilton Niagara Haldimand Brant,60.9,1.1,58.6,63.1
All cancer,Females,70 to 79,2014-18,3505.0,Central West,60.9,1.9,57.1,64.5
All cancer,Females,70 to 79,2014-18,3506.0,Mississauga Halton,65.7,1.5,62.7,68.5
All cancer,Females,70 to 79,2014-18,3507.0,Toronto Central,67,1.4,64.1,69.7
All cancer,Females,70 to 79,2014-18,3508.0,Central,67,1.2,64.6,69.3
All cancer,Females,70 to 79,2014-18,3509.0,Central East,62.3,1.2,60,64.6
All cancer,Females,70 to 79,2014-18,3510.0,South East,60,1.7,56.5,63.3
All cancer,Females,70 to 79,2014-18,3511.0,Champlain,59.6,1.3,56.9,62.1
All cancer,Females,70 to 79,2014-18,3512.0,North Simcoe Muskoka,65.3,1.9,61.5,68.9
All cancer,Females,70 to 79,2014-18,3513.0,North East,56.4,1.7,53.1,59.7
All cancer,Females,70 to 79,2014-18,3514.0,North West,54.4,2.9,48.6,59.9
All cancer,Females,70 to 79,2014-18,35.0,Ontario,61.8,0.4,61,62.6
All cancer,Both sexes,80 plus,2014-18,3501.0,Erie St Clair,43.8,1.7,40.4,47.2
All cancer,Both sexes,80 plus,2014-18,3502.0,South West,47.2,1.4,44.4,50
All cancer,Both sexes,80 plus,2014-18,3503.0,Waterloo Wellington,46.3,1.9,42.6,49.8
All cancer,Both sexes,80 plus,2014-18,3504.0,Hamilton Niagara Haldimand Brant,44.7,1.1,42.5,46.9
All cancer,Both sexes,80 plus,2014-18,3505.0,Central West,48,2.1,43.8,52
All cancer,Both sexes,80 plus,2014-18,3506.0,Mississauga Halton,48.7,1.6,45.5,51.8
All cancer,Both sexes,80 plus,2014-18,3507.0,Toronto Central,47.6,1.5,44.7,50.4
All cancer,Both sexes,80 plus,2014-18,3508.0,Central,51.7,1.2,49.3,54
All cancer,Both sexes,80 plus,2014-18,3509.0,Central East,44.6,1.2,42.3,46.9
All cancer,Both sexes,80 plus,2014-18,3510.0,South East,46.2,1.8,42.6,49.8
All cancer,Both sexes,80 plus,2014-18,3511.0,Champlain,47.9,1.4,45.2,50.6
All cancer,Both sexes,80 plus,2014-18,3512.0,North Simcoe Muskoka,47,2,43,50.9
All cancer,Both sexes,80 plus,2014-18,3513.0,North East,44.8,1.8,41.3,48.2
All cancer,Both sexes,80 plus,2014-18,3514.0,North West,38.8,2.9,33.2,44.4
All cancer,Both sexes,80 plus,2014-18,35.0,Ontario,46.8,0.4,46,47.6
All cancer,Males,80 plus,2014-18,3501.0,Erie St Clair,42.2,2.5,37.3,47
All cancer,Males,80 plus,2014-18,3502.0,South West,46,2.1,42,50
All cancer,Males,80 plus,2014-18,3503.0,Waterloo Wellington,42.4,2.6,37.3,47.4
All cancer,Males,80 plus,2014-18,3504.0,Hamilton Niagara Haldimand Brant,43.9,1.7,40.6,47.2
All cancer,Males,80 plus,2014-18,3505.0,Central West,48.5,3,42.6,54.2
All cancer,Males,80 plus,2014-18,3506.0,Mississauga Halton,48.1,2.4,43.4,52.7
All cancer,Males,80 plus,2014-18,3507.0,Toronto Central,45.7,2.1,41.5,49.8
All cancer,Males,80 plus,2014-18,3508.0,Central,52.1,1.8,48.6,55.5
All cancer,Males,80 plus,2014-18,3509.0,Central East,47.1,1.8,43.6,50.5
All cancer,Males,80 plus,2014-18,3510.0,South East,43.4,2.6,38.2,48.5
All cancer,Males,80 plus,2014-18,3511.0,Champlain,49.6,2.1,45.5,53.6
All cancer,Males,80 plus,2014-18,3512.0,North Simcoe Muskoka,47.2,2.9,41.3,52.8
All cancer,Males,80 plus,2014-18,3513.0,North East,44,2.5,39,48.9
All cancer,Males,80 plus,2014-18,3514.0,North West,39.9,4.1,31.9,47.9
All cancer,Males,80 plus,2014-18,35.0,Ontario,46.7,0.6,45.5,47.9
All cancer,Females,80 plus,2014-18,3501.0,Erie St Clair,45.4,2.4,40.6,50
All cancer,Females,80 plus,2014-18,3502.0,South West,48,2,44,51.8
All cancer,Females,80 plus,2014-18,3503.0,Waterloo Wellington,49.5,2.4,44.7,54
All cancer,Females,80 plus,2014-18,3504.0,Hamilton Niagara Haldimand Brant,45.3,1.5,42.3,48.3
All cancer,Females,80 plus,2014-18,3505.0,Central West,47.1,3,41.2,52.8
All cancer,Females,80 plus,2014-18,3506.0,Mississauga Halton,48.8,2,44.8,52.8
All cancer,Females,80 plus,2014-18,3507.0,Toronto Central,48.9,2,44.9,52.7
All cancer,Females,80 plus,2014-18,3508.0,Central,51.2,1.6,47.9,54.4
All cancer,Females,80 plus,2014-18,3509.0,Central East,42.3,1.5,39.2,45.2
All cancer,Females,80 plus,2014-18,3510.0,South East,48.5,2.6,43.4,53.4
All cancer,Females,80 plus,2014-18,3511.0,Champlain,46.1,1.9,42.4,49.7
All cancer,Females,80 plus,2014-18,3512.0,North Simcoe Muskoka,46.4,2.8,40.8,51.8
All cancer,Females,80 plus,2014-18,3513.0,North East,45.5,2.5,40.6,50.3
All cancer,Females,80 plus,2014-18,3514.0,North West,37.4,4,29.7,45.1
All cancer,Females,80 plus,2014-18,35.0,Ontario,46.9,0.6,45.8,48
Bladder,Both sexes,all ages (15 to 99),2014-18,3501.0,Erie St Clair,76.3,2.3,71.5,80.3
Bladder,Both sexes,all ages (15 to 99),2014-18,3502.0,South West,80,2.1,75.6,83.7
Bladder,Both sexes,all ages (15 to 99),2014-18,3503.0,Waterloo Wellington,81.4,2.3,76.3,85.5
Bladder,Both sexes,all ages (15 to 99),2014-18,3504.0,Hamilton Niagara Haldimand Brant,78.5,1.5,75.3,81.3
Bladder,Both sexes,all ages (15 to 99),2014-18,3505.0,Central West,86.3,2.4,80.8,90.3
Bladder,Both sexes,all ages (15 to 99),2014-18,3506.0,Mississauga Halton,81.2,2.1,76.7,84.9
Bladder,Both sexes,all ages (15 to 99),2014-18,3507.0,Toronto Central,77.9,2,73.6,81.5
Bladder,Both sexes,all ages (15 to 99),2014-18,3508.0,Central,85.2,1.4,82.1,87.8
Bladder,Both sexes,all ages (15 to 99),2014-18,3509.0,Central East,78.9,1.6,75.5,81.9
Bladder,Both sexes,all ages (15 to 99),2014-18,3510.0,South East,75.4,2.5,70.2,79.9
Bladder,Both sexes,all ages (15 to 99),2014-18,3511.0,Champlain,82.1,1.6,78.8,85
Bladder,Both sexes,all ages (15 to 99),2014-18,3512.0,North Simcoe Muskoka,73.5,2.9,67.4,78.7
Bladder,Both sexes,all ages (15 to 99),2014-18,3513.0,North East,74.6,2.3,69.9,78.8
Bladder,Both sexes,all ages (15 to 99),2014-18,3514.0,North West,72.7,3.8,64.4,79.4
Bladder,Both sexes,all ages (15 to 99),2014-18,35.0,Ontario,80.1,0.5,79,81.1
Bladder,Males,all ages (15 to 99),2014-18,3501.0,Erie St Clair,77.4,2.7,71.6,82.1
Bladder,Males,all ages (15 to 99),2014-18,3502.0,South West,80.1,2.5,74.5,84.5
Bladder,Males,all ages (15 to 99),2014-18,3503.0,Waterloo Wellington,83.4,2.6,77.5,87.9
Bladder,Males,all ages (15 to 99),2014-18,3504.0,Hamilton Niagara Haldimand Brant,79.4,1.8,75.6,82.6
Bladder,Males,all ages (15 to 99),2014-18,3505.0,Central West,85.2,2.8,78.8,89.8
Bladder,Males,all ages (15 to 99),2014-18,3506.0,Mississauga Halton,81.1,2.6,75.5,85.6
Bladder,Males,all ages (15 to 99),2014-18,3507.0,Toronto Central,76.3,2.3,71.4,80.4
Bladder,Males,all ages (15 to 99),2014-18,3508.0,Central,85.5,1.7,81.9,88.5
Bladder,Males,all ages (15 to 99),2014-18,3509.0,Central East,80.7,1.8,77,83.9
Bladder,Males,all ages (15 to 99),2014-18,3510.0,South East,73.4,3,67,78.8
Bladder,Males,all ages (15 to 99),2014-18,3511.0,Champlain,83.7,1.8,79.7,86.9
Bladder,Males,all ages (15 to 99),2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Bladder,Males,all ages (15 to 99),2014-18,3513.0,North East,74.6,2.6,69,79.3
Bladder,Males,all ages (15 to 99),2014-18,3514.0,North West,71.8,4.2,62.5,79.2
Bladder,Males,all ages (15 to 99),2014-18,35.0,Ontario,80.7,0.6,79.4,81.9
Bladder,Females,all ages (15 to 99),2014-18,3501.0,Erie St Clair,72.8,4.2,63.4,80.1
Bladder,Females,all ages (15 to 99),2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Bladder,Females,all ages (15 to 99),2014-18,3503.0,Waterloo Wellington,74.4,4.8,63.6,82.4
Bladder,Females,all ages (15 to 99),2014-18,3504.0,Hamilton Niagara Haldimand Brant,74.2,2.8,68.3,79.3
Bladder,Females,all ages (15 to 99),2014-18,3505.0,Central West,86.6,3.8,77,92.4
Bladder,Females,all ages (15 to 99),2014-18,3506.0,Mississauga Halton,79.2,3.8,70.4,85.7
Bladder,Females,all ages (15 to 99),2014-18,3507.0,Toronto Central,80.1,3.3,72.6,85.7
Bladder,Females,all ages (15 to 99),2014-18,3508.0,Central,84.1,2.5,78.4,88.4
Bladder,Females,all ages (15 to 99),2014-18,3509.0,Central East,72.9,3.4,65.7,78.9
Bladder,Females,all ages (15 to 99),2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Bladder,Females,all ages (15 to 99),2014-18,3511.0,Champlain,76.3,3.1,69.6,81.8
Bladder,Females,all ages (15 to 99),2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Bladder,Females,all ages (15 to 99),2014-18,3513.0,North East,73.9,4.1,64.9,80.9
Bladder,Females,all ages (15 to 99),2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Bladder,Females,all ages (15 to 99),2014-18,35.0,Ontario,78.3,1,76.2,80.2
Bladder,Both sexes,15 to 29,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,15 to 29,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,15 to 29,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,15 to 29,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,15 to 29,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,15 to 29,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,15 to 29,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,15 to 29,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,15 to 29,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,15 to 29,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,15 to 29,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,15 to 29,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,15 to 29,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,15 to 29,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,15 to 29,2014-18,35.0,Ontario,90.3,5.4,72.3,96.8
Bladder,Males,15 to 29,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Bladder,Males,15 to 29,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Bladder,Males,15 to 29,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Bladder,Males,15 to 29,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Bladder,Males,15 to 29,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Bladder,Males,15 to 29,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Bladder,Males,15 to 29,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Bladder,Males,15 to 29,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Bladder,Males,15 to 29,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Bladder,Males,15 to 29,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Bladder,Males,15 to 29,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Bladder,Males,15 to 29,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Bladder,Males,15 to 29,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Bladder,Males,15 to 29,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Bladder,Males,15 to 29,2014-18,35.0,Ontario,89.5,7.2,62.9,97.4
Bladder,Females,15 to 29,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Bladder,Females,15 to 29,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Bladder,Females,15 to 29,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Bladder,Females,15 to 29,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Bladder,Females,15 to 29,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Bladder,Females,15 to 29,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Bladder,Females,15 to 29,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Bladder,Females,15 to 29,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Bladder,Females,15 to 29,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Bladder,Females,15 to 29,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Bladder,Females,15 to 29,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Bladder,Females,15 to 29,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Bladder,Females,15 to 29,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Bladder,Females,15 to 29,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Bladder,Females,15 to 29,2014-18,35.0,Ontario,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,30 to 39,2014-18,35.0,Ontario,86.2,3.9,76.3,92.2
Bladder,Males,30 to 39,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Bladder,Males,30 to 39,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Bladder,Males,30 to 39,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Bladder,Males,30 to 39,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Bladder,Males,30 to 39,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Bladder,Males,30 to 39,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Bladder,Males,30 to 39,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Bladder,Males,30 to 39,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Bladder,Males,30 to 39,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Bladder,Males,30 to 39,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Bladder,Males,30 to 39,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Bladder,Males,30 to 39,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Bladder,Males,30 to 39,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Bladder,Males,30 to 39,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Bladder,Males,30 to 39,2014-18,35.0,Ontario,86.9,4.7,74.1,93.7
Bladder,Females,30 to 39,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Bladder,Females,30 to 39,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Bladder,Females,30 to 39,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Bladder,Females,30 to 39,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Bladder,Females,30 to 39,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Bladder,Females,30 to 39,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Bladder,Females,30 to 39,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Bladder,Females,30 to 39,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Bladder,Females,30 to 39,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Bladder,Females,30 to 39,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Bladder,Females,30 to 39,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Bladder,Females,30 to 39,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Bladder,Females,30 to 39,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Bladder,Females,30 to 39,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Bladder,Females,30 to 39,2014-18,35.0,Ontario,84.8,7,64.4,94
Bladder,Both sexes,40 to 49,2014-18,3501.0,Erie St Clair,92.9,6.9,58.7,99
Bladder,Both sexes,40 to 49,2014-18,3502.0,South West,92.6,7.7,52.6,99.1
Bladder,Both sexes,40 to 49,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,40 to 49,2014-18,3504.0,Hamilton Niagara Haldimand Brant,82.6,6.7,64.3,92
Bladder,Both sexes,40 to 49,2014-18,3505.0,Central West,95.1,4.9,69,99.3
Bladder,Both sexes,40 to 49,2014-18,3506.0,Mississauga Halton,100,0,suppressed,suppressed
Bladder,Both sexes,40 to 49,2014-18,3507.0,Toronto Central,87.8,6.9,65.2,96.1
Bladder,Both sexes,40 to 49,2014-18,3508.0,Central,96.5,3.6,76.2,99.5
Bladder,Both sexes,40 to 49,2014-18,3509.0,Central East,85.3,6.5,66.4,94
Bladder,Both sexes,40 to 49,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,40 to 49,2014-18,3511.0,Champlain,90.7,5.7,70.9,97.2
Bladder,Both sexes,40 to 49,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,40 to 49,2014-18,3513.0,North East,85.7,9.8,51.7,96.5
Bladder,Both sexes,40 to 49,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Bladder,Both sexes,40 to 49,2014-18,35.0,Ontario,88.6,2,83.9,92
Bladder,Males,40 to 49,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Bladder,Males,40 to 49,2014-18,3502.0,South West,91.9,8.4,49.8,99
Bladder,Males,40 to 49,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Bladder,Males,40 to 49,2014-18,3504.0,Hamilton Niagara Haldimand Brant,77.4,9.3,52.7,90.3
Bladder,Males,40 to 49,2014-18,3505.0,Central West,94.2,5.7,64.5,99.2
Bladder,Males,40 to 49,2014-18,3506.0,Mississauga Halton,100,0,suppressed,suppressed
Bladder,Males,40 to 49,2014-18,3507.0,Toronto Central,100,0,suppressed,suppressed
Bladder,Males,40 to 49,2014-18,3508.0,Central,95.7,4.4,71.7,99.4
Bladder,Males,40 to 49,2014-18,3509.0,Central East,87.4,7.4,63.2,96.1
Bladder,Males,40 to 49,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Bladder,Males,40 to 49,2014-18,3511.0,Champlain,96.1,4.8,62.5,99.7
Bladder,Males,40 to 49,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Bladder,Males,40 to 49,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Bladder,Males,40 to 49,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Bladder,Males,40 to 49,2014-18,35.0,Ontario,90.6,2.2,85.1,94.1
Bladder,Females,40 to 49,2014-18,3501.0,Erie St Clair,suppressed,suppressed,suppressed,suppressed
Bladder,Females,40 to 49,2014-18,3502.0,South West,suppressed,suppressed,suppressed,suppressed
Bladder,Females,40 to 49,2014-18,3503.0,Waterloo Wellington,suppressed,suppressed,suppressed,suppressed
Bladder,Females,40 to 49,2014-18,3504.0,Hamilton Niagara Haldimand Brant,suppressed,suppressed,suppressed,suppressed
Bladder,Females,40 to 49,2014-18,3505.0,Central West,suppressed,suppressed,suppressed,suppressed
Bladder,Females,40 to 49,2014-18,3506.0,Mississauga Halton,suppressed,suppressed,suppressed,suppressed
Bladder,Females,40 to 49,2014-18,3507.0,Toronto Central,suppressed,suppressed,suppressed,suppressed
Bladder,Females,40 to 49,2014-18,3508.0,Central,suppressed,suppressed,suppressed,suppressed
Bladder,Females,40 to 49,2014-18,3509.0,Central East,suppressed,suppressed,suppressed,suppressed
Bladder,Females,40 to 49,2014-18,3510.0,South East,suppressed,suppressed,suppressed,suppressed
Bladder,Females,40 to 49,2014-18,3511.0,Champlain,suppressed,suppressed,suppressed,suppressed
Bladder,Females,40 to 49,2014-18,3512.0,North Simcoe Muskoka,suppressed,suppressed,suppressed,suppressed
Bladder,Females,40 to 49,2014-18,3513.0,North East,suppressed,suppressed,suppressed,suppressed
Bladder,Females,40 to 49,2014-18,3514.0,North West,suppressed,suppressed,suppressed,suppressed
Bladder,Females,40 to 49,2014-18,35.0,Ontario,82.6,4.6,71.4,89.8
Bladder,Both sexes,50 to 59,2014-18,3501.0,Erie St Clair,81.1,5.2,68.1,89.2
Bladder,Both sexes,50 to 59,2014-18,3502.0,South West,89.5,3.9,78.7,95
Bladder,Both sexes,50 to 59,2014-18,3503.0,Waterloo Wellington,88.8,4.5,76.2,95
Bladder,Both sexes,50 to 59,2014-18,3504.0,Hamilton Niagara Haldimand Brant,84.7,3.3,76.8,90.1
Bladder,Both sexes,50 to 59,2014-18,3505.0,Central West,90.9,4.6,76.4,96.7
Bladder,Both sexes,50 to 59,2014-18,3506.0,Mississauga Halton,90,3.6,80.1,95.1
Bladder,Both sexes,50 to 59,2014-18,3507.0,Toronto Central,86.9,4.1,76.1,93
