Cancer site,Sex,Age,Years,RegionID,Region,5-year RSR (%),SE,Lower 95%CI,Upper 95%CI
All cancer,Males,30 to 39,2014-18,3555.0,Peterborough,suppressed,suppressed,suppressed,suppressed
All cancer,Males,30 to 39,2014-18,3556.0,Porcupine,suppressed,suppressed,suppressed,suppressed
All cancer,Males,30 to 39,2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
All cancer,Males,30 to 39,2014-18,3558.0,Eastern Ontario,suppressed,suppressed,suppressed,suppressed
All cancer,Males,30 to 39,2014-18,3560.0,Simcoe Muskoka,82.9,4.7,71.2,90.1
All cancer,Males,30 to 39,2014-18,3561.0,Sudbury,90.4,5.5,71.9,96.9
All cancer,Males,30 to 39,2014-18,3562.0,Thunder Bay District,79.3,9.5,52.8,91.9
All cancer,Males,30 to 39,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
All cancer,Males,30 to 39,2014-18,3565.0,Region of Waterloo,84.5,4,74.7,90.7
All cancer,Males,30 to 39,2014-18,3566.0,Wellington-Dufferin-Guelph,87.8,4.8,74.5,94.4
All cancer,Males,30 to 39,2014-18,3568.0,Windsor-Essex County,92.4,3.8,80.5,97.2
All cancer,Males,30 to 39,2014-18,3570.0,York Region,86.4,2.9,79.4,91.1
All cancer,Males,30 to 39,2014-18,3595.0,Toronto,86.6,1.6,83.3,89.4
All cancer,Males,30 to 39,2014-18,35.0,All Ontario,84.6,0.8,82.8,86.2
All cancer,Females,30 to 39,2014-18,3526.0,Algoma,81.2,7.1,62.3,91.2
All cancer,Females,30 to 39,2014-18,3527.0,Brant County,83.2,6.4,65.7,92.2
All cancer,Females,30 to 39,2014-18,3530.0,Durham Region,88.4,2.4,82.7,92.3
All cancer,Females,30 to 39,2014-18,3533.0,Grey-Bruce,84.9,6.4,66.8,93.6
All cancer,Females,30 to 39,2014-18,3534.0,Haldimand-Norfolk,85.6,7.9,61,95.2
All cancer,Females,30 to 39,2014-18,3535.0,Haliburton Kawartha Pine Ridge,86.1,6,68.8,94.2
All cancer,Females,30 to 39,2014-18,3536.0,Halton Region,89.4,2.3,83.7,93.1
All cancer,Females,30 to 39,2014-18,3537.0,Hamilton,88.8,2.8,81.8,93.2
All cancer,Females,30 to 39,2014-18,3538.0,Hastings Prince Edward Counties,88,5.7,70.7,95.4
All cancer,Females,30 to 39,2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
All cancer,Females,30 to 39,2014-18,3540.0,Chatham-Kent,85.5,7.8,61,95.1
All cancer,Females,30 to 39,2014-18,3541.0,Kingston Frontenac Lennox Addington,79.3,7.3,60.5,89.9
All cancer,Females,30 to 39,2014-18,3542.0,Lambton,95.5,4.4,71.6,99.4
All cancer,Females,30 to 39,2014-18,3543.0,Leeds Grenville and Lanark,92.3,5.5,71.1,98.1
All cancer,Females,30 to 39,2014-18,3544.0,Middlesex-London,85.9,3.2,78.1,91.1
All cancer,Females,30 to 39,2014-18,3546.0,Niagara Region,88.5,3.2,80.3,93.5
All cancer,Females,30 to 39,2014-18,3547.0,North Bay Parry Sound,87.4,6,69.3,95.2
All cancer,Females,30 to 39,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
All cancer,Females,30 to 39,2014-18,3551.0,Ottawa,83.2,2.3,78.1,87.2
All cancer,Females,30 to 39,2014-18,3575.0,Southwestern,79.7,6.2,64.1,89
All cancer,Females,30 to 39,2014-18,3553.0,Peel,90.6,1.5,87.2,93.2
All cancer,Females,30 to 39,2014-18,3554.0,Perth,100,0,suppressed,suppressed
All cancer,Females,30 to 39,2014-18,3555.0,Peterborough,89.9,5.7,71,96.7
All cancer,Females,30 to 39,2014-18,3556.0,Porcupine,100,0,suppressed,suppressed
All cancer,Females,30 to 39,2014-18,3557.0,Renfrew County,83.1,8.3,58.8,93.7
All cancer,Females,30 to 39,2014-18,3558.0,Eastern Ontario,90.3,4.7,75.6,96.4
All cancer,Females,30 to 39,2014-18,3560.0,Simcoe Muskoka,89.7,2.4,83.7,93.5
All cancer,Females,30 to 39,2014-18,3561.0,Sudbury,88,5.1,73.2,94.9
All cancer,Females,30 to 39,2014-18,3562.0,Thunder Bay District,85.1,5.7,69.3,93.1
All cancer,Females,30 to 39,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
All cancer,Females,30 to 39,2014-18,3565.0,Region of Waterloo,88.3,2.5,82.2,92.4
All cancer,Females,30 to 39,2014-18,3566.0,Wellington-Dufferin-Guelph,84.1,4.2,73.7,90.6
All cancer,Females,30 to 39,2014-18,3568.0,Windsor-Essex County,87.6,3.1,80,92.4
All cancer,Females,30 to 39,2014-18,3570.0,York Region,93.3,1.4,89.9,95.6
All cancer,Females,30 to 39,2014-18,3595.0,Toronto,90.5,1,88.3,92.2
All cancer,Females,30 to 39,2014-18,35.0,All Ontario,88.9,0.5,87.8,89.9
All cancer,Both sexes,40 to 49,2014-18,3526.0,Algoma,83.2,3.8,74.1,89.3
All cancer,Both sexes,40 to 49,2014-18,3527.0,Brant County,72.7,4,63.9,79.7
All cancer,Both sexes,40 to 49,2014-18,3530.0,Durham Region,85.9,1.4,83,88.4
All cancer,Both sexes,40 to 49,2014-18,3533.0,Grey-Bruce,85.5,3,78.4,90.4
All cancer,Both sexes,40 to 49,2014-18,3534.0,Haldimand-Norfolk,70.9,4.8,60.3,79.1
All cancer,Both sexes,40 to 49,2014-18,3535.0,Haliburton Kawartha Pine Ridge,83.9,3.2,76.4,89.2
All cancer,Both sexes,40 to 49,2014-18,3536.0,Halton Region,85.9,1.4,82.8,88.4
All cancer,Both sexes,40 to 49,2014-18,3537.0,Hamilton,81.2,1.8,77.3,84.4
All cancer,Both sexes,40 to 49,2014-18,3538.0,Hastings Prince Edward Counties,72.1,4,63.3,79
All cancer,Both sexes,40 to 49,2014-18,3539.0,Huron County,75.2,6.9,58.6,85.9
All cancer,Both sexes,40 to 49,2014-18,3540.0,Chatham-Kent,73.3,4.7,62.7,81.3
All cancer,Both sexes,40 to 49,2014-18,3541.0,Kingston Frontenac Lennox Addington,80.9,3.2,73.6,86.3
All cancer,Both sexes,40 to 49,2014-18,3542.0,Lambton,81.4,3.9,72.4,87.7
All cancer,Both sexes,40 to 49,2014-18,3543.0,Leeds Grenville and Lanark,80.9,3.6,72.7,86.9
All cancer,Both sexes,40 to 49,2014-18,3544.0,Middlesex-London,81.5,2.1,77.1,85.2
All cancer,Both sexes,40 to 49,2014-18,3546.0,Niagara Region,81.6,2,77.3,85.1
All cancer,Both sexes,40 to 49,2014-18,3547.0,North Bay Parry Sound,79.8,4.1,70.4,86.5
All cancer,Both sexes,40 to 49,2014-18,3549.0,Northwestern,74.6,6.4,59.6,84.7
All cancer,Both sexes,40 to 49,2014-18,3551.0,Ottawa,82.8,1.3,80.1,85.2
All cancer,Both sexes,40 to 49,2014-18,3575.0,Southwestern,83.6,3,76.8,88.6
All cancer,Both sexes,40 to 49,2014-18,3553.0,Peel,85.2,1,83.1,87
All cancer,Both sexes,40 to 49,2014-18,3554.0,Perth,81.2,5.4,67.8,89.4
All cancer,Both sexes,40 to 49,2014-18,3555.0,Peterborough,81.8,3.7,73.2,87.8
All cancer,Both sexes,40 to 49,2014-18,3556.0,Porcupine,83.2,4.9,70.9,90.6
All cancer,Both sexes,40 to 49,2014-18,3557.0,Renfrew County,79.7,4.5,69.2,87
All cancer,Both sexes,40 to 49,2014-18,3558.0,Eastern Ontario,79,3.2,72,84.5
All cancer,Both sexes,40 to 49,2014-18,3560.0,Simcoe Muskoka,82.7,1.7,79,85.8
All cancer,Both sexes,40 to 49,2014-18,3561.0,Sudbury,82.1,3,75.2,87.2
All cancer,Both sexes,40 to 49,2014-18,3562.0,Thunder Bay District,77.1,3.6,69,83.3
All cancer,Both sexes,40 to 49,2014-18,3563.0,Timiskaming,64.6,9.8,42.2,80.2
All cancer,Both sexes,40 to 49,2014-18,3565.0,Region of Waterloo,81,1.8,77.2,84.2
All cancer,Both sexes,40 to 49,2014-18,3566.0,Wellington-Dufferin-Guelph,81,2.5,75.4,85.5
All cancer,Both sexes,40 to 49,2014-18,3568.0,Windsor-Essex County,81.4,2,77.1,84.9
All cancer,Both sexes,40 to 49,2014-18,3570.0,York Region,87.3,1,85.3,89.1
All cancer,Both sexes,40 to 49,2014-18,3595.0,Toronto,86,0.7,84.6,87.2
All cancer,Both sexes,40 to 49,2014-18,35.0,All Ontario,83.6,0.3,82.9,84.2
All cancer,Males,40 to 49,2014-18,3526.0,Algoma,72.3,7.4,54.7,84.1
All cancer,Males,40 to 49,2014-18,3527.0,Brant County,62.6,7.4,46.3,75.2
All cancer,Males,40 to 49,2014-18,3530.0,Durham Region,83,2.6,77.1,87.5
All cancer,Males,40 to 49,2014-18,3533.0,Grey-Bruce,77.8,6.2,62.7,87.3
All cancer,Males,40 to 49,2014-18,3534.0,Haldimand-Norfolk,68.1,8.6,48,81.7
All cancer,Males,40 to 49,2014-18,3535.0,Haliburton Kawartha Pine Ridge,73.1,6.5,57.9,83.6
All cancer,Males,40 to 49,2014-18,3536.0,Halton Region,82,2.8,75.9,86.8
All cancer,Males,40 to 49,2014-18,3537.0,Hamilton,74.2,3.4,66.8,80.1
All cancer,Males,40 to 49,2014-18,3538.0,Hastings Prince Edward Counties,63.7,6.6,49.3,75
All cancer,Males,40 to 49,2014-18,3539.0,Huron County,suppressed,suppressed,suppressed,suppressed
All cancer,Males,40 to 49,2014-18,3540.0,Chatham-Kent,73.8,7.8,54.9,85.8
All cancer,Males,40 to 49,2014-18,3541.0,Kingston Frontenac Lennox Addington,78.2,5.6,64.6,87
All cancer,Males,40 to 49,2014-18,3542.0,Lambton,84.7,6.3,67.2,93.3
All cancer,Males,40 to 49,2014-18,3543.0,Leeds Grenville and Lanark,77.9,6.1,63,87.4
All cancer,Males,40 to 49,2014-18,3544.0,Middlesex-London,74.1,3.7,65.9,80.6
All cancer,Males,40 to 49,2014-18,3546.0,Niagara Region,74.7,3.7,66.4,81.2
All cancer,Males,40 to 49,2014-18,3547.0,North Bay Parry Sound,73.9,8.2,53.7,86.3
All cancer,Males,40 to 49,2014-18,3549.0,Northwestern,suppressed,suppressed,suppressed,suppressed
All cancer,Males,40 to 49,2014-18,3551.0,Ottawa,75.9,2.5,70.7,80.4
All cancer,Males,40 to 49,2014-18,3575.0,Southwestern,83.6,4.9,71.2,91
All cancer,Males,40 to 49,2014-18,3553.0,Peel,79.5,2,75.2,83.2
All cancer,Males,40 to 49,2014-18,3554.0,Perth,67.3,9.9,44,82.6
All cancer,Males,40 to 49,2014-18,3555.0,Peterborough,71,7.9,52.4,83.5
All cancer,Males,40 to 49,2014-18,3556.0,Porcupine,83.7,7.9,60.6,93.9
All cancer,Males,40 to 49,2014-18,3557.0,Renfrew County,suppressed,suppressed,suppressed,suppressed
All cancer,Males,40 to 49,2014-18,3558.0,Eastern Ontario,71.6,5.5,59,80.9
All cancer,Males,40 to 49,2014-18,3560.0,Simcoe Muskoka,74.5,3.4,67.1,80.5
All cancer,Males,40 to 49,2014-18,3561.0,Sudbury,76.5,5.2,64.3,85
All cancer,Males,40 to 49,2014-18,3562.0,Thunder Bay District,60.1,7.3,44.5,72.6
All cancer,Males,40 to 49,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
All cancer,Males,40 to 49,2014-18,3565.0,Region of Waterloo,74.2,3.3,66.9,80.1
All cancer,Males,40 to 49,2014-18,3566.0,Wellington-Dufferin-Guelph,75.7,4.7,64.9,83.6
All cancer,Males,40 to 49,2014-18,3568.0,Windsor-Essex County,73.1,3.7,65.1,79.6
All cancer,Males,40 to 49,2014-18,3570.0,York Region,81.4,2,77.2,84.9
All cancer,Males,40 to 49,2014-18,3595.0,Toronto,79.4,1.4,76.4,82
All cancer,Males,40 to 49,2014-18,35.0,All Ontario,77.1,0.7,75.8,78.4
All cancer,Females,40 to 49,2014-18,3526.0,Algoma,89.4,4,78.2,95
All cancer,Females,40 to 49,2014-18,3527.0,Brant County,78.1,4.6,67.4,85.7
All cancer,Females,40 to 49,2014-18,3530.0,Durham Region,87.3,1.6,83.8,90.1
All cancer,Females,40 to 49,2014-18,3533.0,Grey-Bruce,89.3,3.2,80.9,94.1
All cancer,Females,40 to 49,2014-18,3534.0,Haldimand-Norfolk,72.3,5.7,59.3,81.8
All cancer,Females,40 to 49,2014-18,3535.0,Haliburton Kawartha Pine Ridge,89.6,3.4,80.7,94.5
All cancer,Females,40 to 49,2014-18,3536.0,Halton Region,87.6,1.7,83.9,90.5
All cancer,Females,40 to 49,2014-18,3537.0,Hamilton,84.8,2.1,80.2,88.4
All cancer,Females,40 to 49,2014-18,3538.0,Hastings Prince Edward Counties,79.3,4.7,68.2,86.9
All cancer,Females,40 to 49,2014-18,3539.0,Huron County,81.2,7.2,61.8,91.4
All cancer,Females,40 to 49,2014-18,3540.0,Chatham-Kent,73.6,5.8,60.2,83.1
All cancer,Females,40 to 49,2014-18,3541.0,Kingston Frontenac Lennox Addington,82.1,3.9,72.9,88.5
All cancer,Females,40 to 49,2014-18,3542.0,Lambton,79.7,4.8,68.2,87.5
All cancer,Females,40 to 49,2014-18,3543.0,Leeds Grenville and Lanark,82.5,4.5,71.7,89.5
All cancer,Females,40 to 49,2014-18,3544.0,Middlesex-London,86.5,2.3,81.3,90.3
All cancer,Females,40 to 49,2014-18,3546.0,Niagara Region,85.1,2.3,80,89
All cancer,Females,40 to 49,2014-18,3547.0,North Bay Parry Sound,81.6,4.7,70.3,89
All cancer,Females,40 to 49,2014-18,3549.0,Northwestern,80.3,7.5,60.2,91
All cancer,Females,40 to 49,2014-18,3551.0,Ottawa,86.5,1.5,83.3,89.1
All cancer,Females,40 to 49,2014-18,3575.0,Southwestern,83.7,3.7,74.8,89.7
All cancer,Females,40 to 49,2014-18,3553.0,Peel,87.8,1.1,85.4,89.8
All cancer,Females,40 to 49,2014-18,3554.0,Perth,91.8,5,74.5,97.5
All cancer,Females,40 to 49,2014-18,3555.0,Peterborough,85.9,4,75.9,92
All cancer,Females,40 to 49,2014-18,3556.0,Porcupine,82.3,6.3,65.6,91.4
All cancer,Females,40 to 49,2014-18,3557.0,Renfrew County,87.9,4.2,76.7,93.9
All cancer,Females,40 to 49,2014-18,3558.0,Eastern Ontario,84.7,3.6,76,90.4
All cancer,Females,40 to 49,2014-18,3560.0,Simcoe Muskoka,86.8,1.9,82.5,90.2
All cancer,Females,40 to 49,2014-18,3561.0,Sudbury,85.9,3.5,77.3,91.5
All cancer,Females,40 to 49,2014-18,3562.0,Thunder Bay District,85.3,3.8,75.9,91.2
All cancer,Females,40 to 49,2014-18,3563.0,Timiskaming,suppressed,suppressed,suppressed,suppressed
All cancer,Females,40 to 49,2014-18,3565.0,Region of Waterloo,84.7,2,80.2,88.2
All cancer,Females,40 to 49,2014-18,3566.0,Wellington-Dufferin-Guelph,84,2.9,77.3,88.8
All cancer,Females,40 to 49,2014-18,3568.0,Windsor-Essex County,86.3,2.2,81.2,90.1
All cancer,Females,40 to 49,2014-18,3570.0,York Region,89.9,1.1,87.6,91.8
All cancer,Females,40 to 49,2014-18,3595.0,Toronto,88.9,0.7,87.3,90.2
All cancer,Females,40 to 49,2014-18,35.0,All Ontario,86.8,0.4,86.1,87.6
All cancer,Both sexes,50 to 59,2014-18,3526.0,Algoma,69,2.5,63.7,73.6
All cancer,Both sexes,50 to 59,2014-18,3527.0,Brant County,73.8,2.6,68.3,78.4
All cancer,Both sexes,50 to 59,2014-18,3530.0,Durham Region,79,1,76.8,80.9
All cancer,Both sexes,50 to 59,2014-18,3533.0,Grey-Bruce,75.8,2.1,71.5,79.6
All cancer,Both sexes,50 to 59,2014-18,3534.0,Haldimand-Norfolk,72.8,2.6,67.4,77.4
All cancer,Both sexes,50 to 59,2014-18,3535.0,Haliburton Kawartha Pine Ridge,71.3,2.1,66.9,75.2
All cancer,Both sexes,50 to 59,2014-18,3536.0,Halton Region,82.1,1.2,79.5,84.3
All cancer,Both sexes,50 to 59,2014-18,3537.0,Hamilton,73.7,1.3,71.2,76.1
All cancer,Both sexes,50 to 59,2014-18,3538.0,Hastings Prince Edward Counties,68.2,2.3,63.5,72.4
All cancer,Both sexes,50 to 59,2014-18,3539.0,Huron County,67.3,3.9,58.9,74.3
All cancer,Both sexes,50 to 59,2014-18,3540.0,Chatham-Kent,73.5,2.7,67.8,78.3
All cancer,Both sexes,50 to 59,2014-18,3541.0,Kingston Frontenac Lennox Addington,69.4,2.2,64.9,73.5
All cancer,Both sexes,50 to 59,2014-18,3542.0,Lambton,74.1,2.4,69,78.5
All cancer,Both sexes,50 to 59,2014-18,3543.0,Leeds Grenville and Lanark,73.7,2,69.4,77.4
All cancer,Both sexes,50 to 59,2014-18,3544.0,Middlesex-London,73.4,1.4,70.5,76.1
All cancer,Both sexes,50 to 59,2014-18,3546.0,Niagara Region,73.1,1.3,70.3,75.6
All cancer,Both sexes,50 to 59,2014-18,3547.0,North Bay Parry Sound,65.4,2.6,60,70.2
All cancer,Both sexes,50 to 59,2014-18,3549.0,Northwestern,68,3.7,60.1,74.7
All cancer,Both sexes,50 to 59,2014-18,3551.0,Ottawa,77.8,1,75.9,79.6
All cancer,Both sexes,50 to 59,2014-18,3575.0,Southwestern,76.3,2,72.1,79.9
All cancer,Both sexes,50 to 59,2014-18,3553.0,Peel,81,0.8,79.4,82.5
All cancer,Both sexes,50 to 59,2014-18,3554.0,Perth,69.6,3.5,62.1,76
All cancer,Both sexes,50 to 59,2014-18,3555.0,Peterborough,69.8,2.5,64.7,74.4
All cancer,Both sexes,50 to 59,2014-18,3556.0,Porcupine,68.1,3.2,61.2,73.9
All cancer,Both sexes,50 to 59,2014-18,3557.0,Renfrew County,68.2,3.1,61.7,73.8
All cancer,Both sexes,50 to 59,2014-18,3558.0,Eastern Ontario,71.4,1.9,67.4,75
All cancer,Both sexes,50 to 59,2014-18,3560.0,Simcoe Muskoka,76.6,1.2,74.1,78.8
All cancer,Both sexes,50 to 59,2014-18,3561.0,Sudbury,70,2.1,65.6,73.9
All cancer,Both sexes,50 to 59,2014-18,3562.0,Thunder Bay District,71,2.3,66.2,75.2
All cancer,Both sexes,50 to 59,2014-18,3563.0,Timiskaming,61.8,5,51.2,70.8
All cancer,Both sexes,50 to 59,2014-18,3565.0,Region of Waterloo,76,1.3,73.3,78.4
All cancer,Both sexes,50 to 59,2014-18,3566.0,Wellington-Dufferin-Guelph,73.7,1.8,70,77.1
All cancer,Both sexes,50 to 59,2014-18,3568.0,Windsor-Essex County,72,1.5,69.1,74.8
All cancer,Both sexes,50 to 59,2014-18,3570.0,York Region,82.7,0.8,81.1,84.2
All cancer,Both sexes,50 to 59,2014-18,3595.0,Toronto,78.6,0.6,77.4,79.6
All cancer,Both sexes,50 to 59,2014-18,35.0,All Ontario,76.3,0.2,75.8,76.8
All cancer,Males,50 to 59,2014-18,3526.0,Algoma,64.3,3.8,56.4,71.2
All cancer,Males,50 to 59,2014-18,3527.0,Brant County,72.7,4,64,79.6
All cancer,Males,50 to 59,2014-18,3530.0,Durham Region,74.9,1.6,71.6,78
All cancer,Males,50 to 59,2014-18,3533.0,Grey-Bruce,70.1,3.3,63.1,76
All cancer,Males,50 to 59,2014-18,3534.0,Haldimand-Norfolk,70.5,3.8,62.3,77.2
All cancer,Males,50 to 59,2014-18,3535.0,Haliburton Kawartha Pine Ridge,71.9,3.1,65.2,77.5
All cancer,Males,50 to 59,2014-18,3536.0,Halton Region,79.9,1.9,75.8,83.3
All cancer,Males,50 to 59,2014-18,3537.0,Hamilton,69.6,2,65.5,73.3
All cancer,Males,50 to 59,2014-18,3538.0,Hastings Prince Edward Counties,64.6,3.4,57.5,70.8
All cancer,Males,50 to 59,2014-18,3539.0,Huron County,58.7,5.8,46.4,69.1
All cancer,Males,50 to 59,2014-18,3540.0,Chatham-Kent,68.4,4.2,59.5,75.8
All cancer,Males,50 to 59,2014-18,3541.0,Kingston Frontenac Lennox Addington,62.8,3.4,55.7,69.1
All cancer,Males,50 to 59,2014-18,3542.0,Lambton,69.3,3.6,61.7,75.7
All cancer,Males,50 to 59,2014-18,3543.0,Leeds Grenville and Lanark,68.5,3.2,61.8,74.3
All cancer,Males,50 to 59,2014-18,3544.0,Middlesex-London,71.4,2.1,67,75.3
All cancer,Males,50 to 59,2014-18,3546.0,Niagara Region,69.3,2.1,65,73.2
All cancer,Males,50 to 59,2014-18,3547.0,North Bay Parry Sound,59.9,3.7,52.1,66.8
All cancer,Males,50 to 59,2014-18,3549.0,Northwestern,57.2,6.1,44.4,68.1
All cancer,Males,50 to 59,2014-18,3551.0,Ottawa,77.2,1.4,74.3,79.8
All cancer,Males,50 to 59,2014-18,3575.0,Southwestern,74.6,3,68.1,80
All cancer,Males,50 to 59,2014-18,3553.0,Peel,78.1,1.2,75.6,80.4
All cancer,Males,50 to 59,2014-18,3554.0,Perth,69,5.2,57.5,77.9
All cancer,Males,50 to 59,2014-18,3555.0,Peterborough,63.4,4.1,54.9,70.8
All cancer,Males,50 to 59,2014-18,3556.0,Porcupine,66.8,4.7,56.6,75.2
All cancer,Males,50 to 59,2014-18,3557.0,Renfrew County,62.4,4.9,52.1,71.2
All cancer,Males,50 to 59,2014-18,3558.0,Eastern Ontario,70.3,2.9,64.3,75.5
All cancer,Males,50 to 59,2014-18,3560.0,Simcoe Muskoka,74.9,1.9,71.1,78.4
All cancer,Males,50 to 59,2014-18,3561.0,Sudbury,66.2,3.2,59.6,72
All cancer,Males,50 to 59,2014-18,3562.0,Thunder Bay District,63.1,3.7,55.4,69.8
All cancer,Males,50 to 59,2014-18,3563.0,Timiskaming,55.3,7.6,39.3,68.8
All cancer,Males,50 to 59,2014-18,3565.0,Region of Waterloo,69.1,2.1,64.7,73
All cancer,Males,50 to 59,2014-18,3566.0,Wellington-Dufferin-Guelph,69.8,2.8,63.8,74.9
All cancer,Males,50 to 59,2014-18,3568.0,Windsor-Essex County,66.9,2.2,62.4,71
All cancer,Males,50 to 59,2014-18,3570.0,York Region,78.9,1.3,76.1,81.3
All cancer,Males,50 to 59,2014-18,3595.0,Toronto,73.6,0.9,71.8,75.4
All cancer,Males,50 to 59,2014-18,35.0,All Ontario,72.5,0.4,71.7,73.3
All cancer,Females,50 to 59,2014-18,3526.0,Algoma,73.2,3.3,66,79.1
All cancer,Females,50 to 59,2014-18,3527.0,Brant County,74.6,3.4,67.2,80.6
All cancer,Females,50 to 59,2014-18,3530.0,Durham Region,82.5,1.3,79.7,84.9
All cancer,Females,50 to 59,2014-18,3533.0,Grey-Bruce,80.4,2.6,74.8,84.9
All cancer,Females,50 to 59,2014-18,3534.0,Haldimand-Norfolk,74.3,3.4,66.8,80.3
All cancer,Females,50 to 59,2014-18,3535.0,Haliburton Kawartha Pine Ridge,71,2.9,65,76.2
All cancer,Females,50 to 59,2014-18,3536.0,Halton Region,83.9,1.6,80.5,86.7
All cancer,Females,50 to 59,2014-18,3537.0,Hamilton,77.2,1.6,73.8,80.2
All cancer,Females,50 to 59,2014-18,3538.0,Hastings Prince Edward Counties,71.1,3,64.7,76.5
All cancer,Females,50 to 59,2014-18,3539.0,Huron County,77.3,4.7,66.4,85.1
All cancer,Females,50 to 59,2014-18,3540.0,Chatham-Kent,77.5,3.5,69.7,83.5
All cancer,Females,50 to 59,2014-18,3541.0,Kingston Frontenac Lennox Addington,74.7,2.8,68.6,79.8
All cancer,Females,50 to 59,2014-18,3542.0,Lambton,79,3.2,71.8,84.5
All cancer,Females,50 to 59,2014-18,3543.0,Leeds Grenville and Lanark,78,2.6,72.4,82.6
All cancer,Females,50 to 59,2014-18,3544.0,Middlesex-London,75,1.9,71.1,78.6
All cancer,Females,50 to 59,2014-18,3546.0,Niagara Region,76.2,1.8,72.6,79.4
All cancer,Females,50 to 59,2014-18,3547.0,North Bay Parry Sound,71.1,3.5,63.6,77.3
All cancer,Females,50 to 59,2014-18,3549.0,Northwestern,75.7,4.5,65.5,83.2
All cancer,Females,50 to 59,2014-18,3551.0,Ottawa,78.3,1.3,75.6,80.7
All cancer,Females,50 to 59,2014-18,3575.0,Southwestern,77.9,2.7,72.1,82.6
All cancer,Females,50 to 59,2014-18,3553.0,Peel,83.4,1,81.3,85.2
All cancer,Females,50 to 59,2014-18,3554.0,Perth,70.7,4.8,60.2,79
All cancer,Females,50 to 59,2014-18,3555.0,Peterborough,74.3,3,67.8,79.7
All cancer,Females,50 to 59,2014-18,3556.0,Porcupine,69.3,4.4,59.8,77.1
All cancer,Females,50 to 59,2014-18,3557.0,Renfrew County,72.4,3.9,64,79.2
All cancer,Females,50 to 59,2014-18,3558.0,Eastern Ontario,72.1,2.6,66.6,76.9
All cancer,Females,50 to 59,2014-18,3560.0,Simcoe Muskoka,77.9,1.6,74.6,80.8
All cancer,Females,50 to 59,2014-18,3561.0,Sudbury,73.2,2.8,67.3,78.2
All cancer,Females,50 to 59,2014-18,3562.0,Thunder Bay District,76.9,2.8,70.8,81.9
All cancer,Females,50 to 59,2014-18,3563.0,Timiskaming,67.2,6.6,52.4,78.2
All cancer,Females,50 to 59,2014-18,3565.0,Region of Waterloo,81.6,1.6,78.2,84.5
All cancer,Females,50 to 59,2014-18,3566.0,Wellington-Dufferin-Guelph,77.2,2.3,72.2,81.4
All cancer,Females,50 to 59,2014-18,3568.0,Windsor-Essex County,76.6,1.9,72.6,80.1
All cancer,Females,50 to 59,2014-18,3570.0,York Region,85.4,1,83.4,87.2
All cancer,Females,50 to 59,2014-18,3595.0,Toronto,82.4,0.7,81,83.7
All cancer,Females,50 to 59,2014-18,35.0,All Ontario,79.4,0.3,78.8,80.1
All cancer,Both sexes,60 to 69,2014-18,3526.0,Algoma,64,2,59.9,67.8
All cancer,Both sexes,60 to 69,2014-18,3527.0,Brant County,61.2,2.2,56.8,65.4
All cancer,Both sexes,60 to 69,2014-18,3530.0,Durham Region,71.2,1.1,69.1,73.2
All cancer,Both sexes,60 to 69,2014-18,3533.0,Grey-Bruce,69.8,1.7,66.3,73
All cancer,Both sexes,60 to 69,2014-18,3534.0,Haldimand-Norfolk,65.8,2.2,61.4,69.9
All cancer,Both sexes,60 to 69,2014-18,3535.0,Haliburton Kawartha Pine Ridge,64.5,1.6,61.3,67.6
All cancer,Both sexes,60 to 69,2014-18,3536.0,Halton Region,75.2,1.2,72.7,77.5
All cancer,Both sexes,60 to 69,2014-18,3537.0,Hamilton,63.2,1.2,60.9,65.4
All cancer,Both sexes,60 to 69,2014-18,3538.0,Hastings Prince Edward Counties,64.8,1.8,61.2,68.1
All cancer,Both sexes,60 to 69,2014-18,3539.0,Huron County,69.2,3,63,74.5
All cancer,Both sexes,60 to 69,2014-18,3540.0,Chatham-Kent,64.9,2.3,60.2,69.1
All cancer,Both sexes,60 to 69,2014-18,3541.0,Kingston Frontenac Lennox Addington,67.7,1.7,64.1,70.9
