"REF_DATE","GEO","DGUID","Sex","Primary types of cancer ","Trends","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Third trend","End year of period","Number","223","units","0","v1299910422","1.1.8.3.3","2020","","","","0"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299910425","1.1.8.4.1","","..","","","1"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Fourth trend","Start year of period","Number","223","units","0","v1299910426","1.1.8.4.2","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Fourth trend","End year of period","Number","223","units","0","v1299910427","1.1.8.4.3","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299910430","1.1.8.5.1","","..","","","1"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Fifth trend","Start year of period","Number","223","units","0","v1299910431","1.1.8.5.2","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Fifth trend","End year of period","Number","223","units","0","v1299910432","1.1.8.5.3","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299910435","1.1.8.6.1","0.9","","","","1"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Latest trend","Start year of period","Number","223","units","0","v1299910436","1.1.8.6.2","2000","","","","0"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Latest trend","End year of period","Number","223","units","0","v1299910437","1.1.8.6.3","2020","","","","0"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299910440","1.1.8.7.1","-0.6","","","","1"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Overall trend since 1984","Start year of period","Number","223","units","0","v1299910441","1.1.8.7.2","1984","","","","0"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Overall trend since 1984","End year of period","Number","223","units","0","v1299910442","1.1.8.7.3","2020","","","","0"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299910445","1.1.8.8.1","0.8","","","","1"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299910446","1.1.8.8.2","2011","","","","0"
"2021","Canada","2016A000011124","Both sexes","Rectum and rectosigmoid","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299910447","1.1.8.8.3","2020","","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299910450","1.1.9.1.1","3.3","","","","1"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","First trend","Start year of period","Number","223","units","0","v1299910451","1.1.9.1.2","1984","","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","First trend","End year of period","Number","223","units","0","v1299910452","1.1.9.1.3","2020","","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299910455","1.1.9.2.1","","..","","","1"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Second trend","Start year of period","Number","223","units","0","v1299910456","1.1.9.2.2","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Second trend","End year of period","Number","223","units","0","v1299910457","1.1.9.2.3","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299910460","1.1.9.3.1","","..","","","1"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Third trend","Start year of period","Number","223","units","0","v1299910461","1.1.9.3.2","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Third trend","End year of period","Number","223","units","0","v1299910462","1.1.9.3.3","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299910465","1.1.9.4.1","","..","","","1"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Fourth trend","Start year of period","Number","223","units","0","v1299910466","1.1.9.4.2","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Fourth trend","End year of period","Number","223","units","0","v1299910467","1.1.9.4.3","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299910470","1.1.9.5.1","","..","","","1"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Fifth trend","Start year of period","Number","223","units","0","v1299910471","1.1.9.5.2","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Fifth trend","End year of period","Number","223","units","0","v1299910472","1.1.9.5.3","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299910475","1.1.9.6.1","3.3","","","","1"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Latest trend","Start year of period","Number","223","units","0","v1299910476","1.1.9.6.2","1984","","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Latest trend","End year of period","Number","223","units","0","v1299910477","1.1.9.6.3","2020","","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299910480","1.1.9.7.1","3.3","","","","1"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Overall trend since 1984","Start year of period","Number","223","units","0","v1299910481","1.1.9.7.2","1984","","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Overall trend since 1984","End year of period","Number","223","units","0","v1299910482","1.1.9.7.3","2020","","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299910485","1.1.9.8.1","3.3","","","","1"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299910486","1.1.9.8.2","2011","","","","0"
"2021","Canada","2016A000011124","Both sexes","Anus, anal canal and anorectum","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299910487","1.1.9.8.3","2020","","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299910490","1.1.10.1.1","-1.1","","","","1"
"2021","Canada","2016A000011124","Both sexes","Liver","First trend","Start year of period","Number","223","units","0","v1299910491","1.1.10.1.2","1984","","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","First trend","End year of period","Number","223","units","0","v1299910492","1.1.10.1.3","1996","","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299910495","1.1.10.2.1","3.2","","","","1"
"2021","Canada","2016A000011124","Both sexes","Liver","Second trend","Start year of period","Number","223","units","0","v1299910496","1.1.10.2.2","1996","","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","Second trend","End year of period","Number","223","units","0","v1299910497","1.1.10.2.3","2016","","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","Third trend","Annual percent change (APC)","Percentage","242","units","0","v1299910500","1.1.10.3.1","-0.9","","","","1"
"2021","Canada","2016A000011124","Both sexes","Liver","Third trend","Start year of period","Number","223","units","0","v1299910501","1.1.10.3.2","2016","","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","Third trend","End year of period","Number","223","units","0","v1299910502","1.1.10.3.3","2020","","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","Fourth trend","Annual percent change (APC)","Percentage","242","units","0","v1299910505","1.1.10.4.1","","..","","","1"
"2021","Canada","2016A000011124","Both sexes","Liver","Fourth trend","Start year of period","Number","223","units","0","v1299910506","1.1.10.4.2","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","Fourth trend","End year of period","Number","223","units","0","v1299910507","1.1.10.4.3","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","Fifth trend","Annual percent change (APC)","Percentage","242","units","0","v1299910510","1.1.10.5.1","","..","","","1"
"2021","Canada","2016A000011124","Both sexes","Liver","Fifth trend","Start year of period","Number","223","units","0","v1299910511","1.1.10.5.2","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","Fifth trend","End year of period","Number","223","units","0","v1299910512","1.1.10.5.3","","..","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","Latest trend","Annual percent change (APC)","Percentage","242","units","0","v1299910515","1.1.10.6.1","-0.9","","","","1"
"2021","Canada","2016A000011124","Both sexes","Liver","Latest trend","Start year of period","Number","223","units","0","v1299910516","1.1.10.6.2","2016","","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","Latest trend","End year of period","Number","223","units","0","v1299910517","1.1.10.6.3","2020","","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","Overall trend since 1984","Annual percent change (APC)","Percentage","242","units","0","v1299910520","1.1.10.7.1","1.3","","","","1"
"2021","Canada","2016A000011124","Both sexes","Liver","Overall trend since 1984","Start year of period","Number","223","units","0","v1299910521","1.1.10.7.2","1984","","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","Overall trend since 1984","End year of period","Number","223","units","0","v1299910522","1.1.10.7.3","2020","","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","Overall trend within the last ten years","Annual percent change (APC)","Percentage","242","units","0","v1299910525","1.1.10.8.1","1.5","","","","1"
"2021","Canada","2016A000011124","Both sexes","Liver","Overall trend within the last ten years","Start year of period","Number","223","units","0","v1299910526","1.1.10.8.2","2011","","","","0"
"2021","Canada","2016A000011124","Both sexes","Liver","Overall trend within the last ten years","End year of period","Number","223","units","0","v1299910527","1.1.10.8.3","2020","","","","0"
"2021","Canada","2016A000011124","Both sexes","Pancreas
","First trend","Annual percent change (APC)","Percentage","242","units","0","v1299910530","1.1.11.1.1","-0.9","","","","1"
"2021","Canada","2016A000011124","Both sexes","Pancreas
","First trend","Start year of period","Number","223","units","0","v1299910531","1.1.11.1.2","1984","","","","0"
"2021","Canada","2016A000011124","Both sexes","Pancreas
","First trend","End year of period","Number","223","units","0","v1299910532","1.1.11.1.3","1999","","","","0"
"2021","Canada","2016A000011124","Both sexes","Pancreas
","Second trend","Annual percent change (APC)","Percentage","242","units","0","v1299910535","1.1.11.2.1","0.0","","","","1"
